raman_shift_cm-1,group_1_mean,group_1_sd,group_1_n,group_2_mean,group_2_sd,group_2_n,group_3_mean,group_3_sd,group_3_n,group_4_mean,group_4_sd,group_4_n
2404.08,0.0144,0.0072329,7,0.098375,0.0397401,9,0.0165098,0.0134774,17,0.0181625,0.00614698,6
2406.06,0.0145055,0.00725711,7,0.0991648,0.0393463,9,0.0164695,0.0133201,17,0.0186177,0.00596474,6
2408.05,0.0145863,0.00769035,7,0.100009,0.0389252,9,0.0165496,0.0131881,17,0.018728,0.00648332,6
2410.03,0.0144044,0.00758689,7,0.100576,0.0391175,9,0.0163832,0.0129943,17,0.0187914,0.00684553,6
2412.02,0.0143052,0.00772678,7,0.101836,0.0394409,9,0.0164656,0.0130443,17,0.0188538,0.00743264,6
2414,0.0141825,0.00763205,7,0.103394,0.0404525,9,0.0165077,0.0130257,17,0.0184683,0.00718142,6
2415.98,0.0143508,0.00779234,7,0.104984,0.0409332,9,0.0167418,0.0133931,17,0.0177612,0.00700782,6
2417.96,0.0143657,0.00790299,7,0.106855,0.0422883,9,0.0169774,0.0138385,17,0.0173505,0.00665709,6
2419.94,0.0142355,0.00785183,7,0.107791,0.0431812,9,0.0170659,0.0140426,17,0.0170829,0.00671136,6
2421.92,0.0144428,0.00807845,7,0.109138,0.0444185,9,0.0173928,0.0143007,17,0.0166798,0.00701026,6
2423.89,0.0143212,0.00825304,7,0.110046,0.0446447,9,0.0176188,0.0142992,17,0.0166336,0.00716686,6
2425.87,0.0141089,0.00797703,7,0.111458,0.0447415,9,0.0178519,0.0144015,17,0.0170071,0.00730131,6
2427.85,0.0141623,0.00861321,7,0.113256,0.0458196,9,0.0181445,0.0146992,17,0.0172367,0.00728821,6
2429.82,0.0142518,0.008248,7,0.114871,0.0463948,9,0.0181263,0.0146591,17,0.0170604,0.00727103,6
2431.8,0.0144254,0.00847611,7,0.116725,0.0473959,9,0.0183367,0.0148674,17,0.0178272,0.00796626,6
2433.77,0.014609,0.00868816,7,0.117718,0.047286,9,0.0186181,0.0151367,17,0.0187559,0.0083532,6
2435.74,0.0148007,0.00877203,7,0.119196,0.0472919,9,0.0187854,0.0152883,17,0.0194451,0.00880393,6
2437.71,0.0146556,0.00836657,7,0.120491,0.0479099,9,0.0189949,0.01535,17,0.0197484,0.00898061,6
2439.68,0.0144813,0.00810247,7,0.122426,0.0485419,9,0.0192315,0.0155101,17,0.0203621,0.0089219,6
2441.65,0.0145323,0.00787989,7,0.124027,0.0492641,9,0.0194431,0.0157193,17,0.0206803,0.00839394,6
2443.62,0.0149057,0.00802292,7,0.125989,0.0500208,9,0.019663,0.0160461,17,0.020571,0.00801967,6
2445.59,0.0148062,0.00800438,7,0.127109,0.0506968,9,0.0197305,0.0161624,17,0.0208481,0.00796707,6
2447.56,0.0149712,0.00834338,7,0.12833,0.0515844,9,0.0198403,0.0164541,17,0.0211523,0.0081735,6
2449.52,0.0151181,0.00851034,7,0.129352,0.0519385,9,0.0200215,0.0167454,17,0.0213517,0.00808873,6
2451.49,0.0152658,0.00889177,7,0.130303,0.0521812,9,0.0201031,0.0168948,17,0.021637,0.00840644,6
2453.45,0.0153647,0.00907622,7,0.131509,0.0526141,9,0.0202868,0.0173971,17,0.0219528,0.0089678,6
2455.42,0.0155567,0.00938684,7,0.132715,0.0532584,9,0.0204723,0.0176255,17,0.0215572,0.00910943,6
2457.38,0.0153551,0.00912911,7,0.134328,0.0542605,9,0.020554,0.0179407,17,0.0211327,0.00968585,6
2459.34,0.0155333,0.00951315,7,0.135589,0.0550315,9,0.0206829,0.0183825,17,0.0209779,0.0103242,6
2461.3,0.0154239,0.010183,7,0.136602,0.0553885,9,0.0208435,0.0187404,17,0.0206103,0.0102541,6
2463.26,0.0149644,0.00941183,7,0.138197,0.0557999,9,0.0209051,0.0187997,17,0.0203117,0.010531,6
2465.22,0.0148794,0.00914493,7,0.139683,0.0563883,9,0.0210398,0.0188804,17,0.0193482,0.0101922,6
2467.18,0.014756,0.00859796,7,0.141315,0.0571313,9,0.0210602,0.0188582,17,0.0192506,0.00994498,6
2469.13,0.0149982,0.00873289,7,0.143192,0.0581497,9,0.021318,0.0189403,17,0.0186885,0.00977326,6
2471.09,0.0152285,0.00880787,7,0.144916,0.0585586,9,0.0213526,0.0189663,17,0.0181022,0.00928209,6
2473.05,0.0153874,0.00899575,7,0.14638,0.0588999,9,0.0214134,0.0189292,17,0.0181302,0.00937699,6
2475,0.0160217,0.00953206,7,0.148338,0.0597605,9,0.0216626,0.0190326,17,0.0183069,0.00920844,6
2476.96,0.016142,0.00955007,7,0.149782,0.0599717,9,0.0219446,0.0191448,17,0.0186835,0.00932808,6
2478.91,0.0163442,0.00991338,7,0.151747,0.0609846,9,0.0221342,0.0192086,17,0.0196498,0.00921185,6
2480.86,0.0163474,0.00989565,7,0.153238,0.0614469,9,0.0222649,0.0194033,17,0.0206548,0.00933346,6
2482.81,0.0164325,0.0100224,7,0.154915,0.0622559,9,0.0225077,0.0197417,17,0.0218985,0.00957889,6
2484.76,0.0166808,0.0107904,7,0.156927,0.0635645,9,0.0226975,0.0201557,17,0.023352,0.00987825,6
2486.71,0.0167217,0.0112249,7,0.158557,0.0642295,9,0.0229283,0.020702,17,0.0251518,0.0100595,6
2488.66,0.0167279,0.0115473,7,0.160169,0.0648453,9,0.0231609,0.0212158,17,0.0268406,0.01022,6
2490.61,0.0167028,0.0116841,7,0.161774,0.0654223,9,0.0233909,0.0216363,17,0.0282672,0.010318,6
2492.55,0.0166494,0.011566,7,0.163384,0.065983,9,0.0236136,0.0219056,17,0.0292803,0.0103124,6
2494.5,0.0165712,0.0111411,7,0.165011,0.0665745,9,0.0238245,0.0219752,17,0.0297286,0.0101916,6
2496.45,0.0164713,0.0104001,7,0.166667,0.0672823,9,0.0240191,0.0218147,17,0.0294609,0.0100217,6
2498.39,0.0163531,0.00943534,7,0.168363,0.0682456,9,0.0241928,0.0214265,17,0.0283259,0.0100175,6
